,tweet_id,event,text,category
20,553576849943826432,charliehebdo,Gunman at Paris grocery store threatens to kill hostages if police storm the #CharlieHebdo brothers ,rumour
21,552799591255384065,charliehebdo,New vid of Paris attack on #CharlieHebdo filmed by a witness Gunmen on street shout Allahu Akbar ,rumour
22,553519375521951744,charliehebdo,BREAKING NEWS PARIS SHOOTERS ARE IN CONFRONTATION WITH POLICE HOSTAGES INVOLVED #ParisShooting,rumour
23,553531695480463360,charliehebdo,#BREAKING At least one injured in Paris kosher grocery shooting hostage drama sources,rumour
24,552793539856588801,charliehebdo,French media to be put under police protection according to Le Figaro quoting source in police #Charliehebdo,rumour
25,552805735885991936,charliehebdo,12 dead in Paris attack on #CharlieHebdo office five others critical ,rumour
26,553185370108878849,charliehebdo,Charlie Hebdo attack was obviously carefully planned and than you leave your ID card in the getaway car ,rumour
27,553469523945590784,charliehebdo,Reports of shots fired north east of Paris as French police pursue two suspected Charlie Hebdo gunmen in car chase ,rumour
28,553588760060125185,charliehebdo,#CharlieHebdo hostage freed in Dammartin Kouachi brothers both killed AFP reports ,rumour
29,552806937470201856,charliehebdo,Gunshots heard as well as shouts of Allahu Akbar in amateur videos of #CharlieHebdo attack ,rumour
30,553561170637238272,charliehebdo,BREAKING Police order all shops closed in famed Jewish neighborhood in central Paris far from attacks ,rumour
31,553478677359775744,charliehebdo,Scene at #DammartinEnGoele as police hunt #CharlieHebdo suspects follow our coverage ,rumour
32,552831881847533568,charliehebdo,Three attackers being hunted for assault on French magazine #CharlieHebdo French interior minister says ,rumour
33,553501357156876290,charliehebdo,#CharlieHebdo suspects prepared to die as martyrs they tell police after making contact French media ,rumour
34,553531130163773440,charliehebdo,BREAKING Reports that an armed man has taken a hostage in eastern Paris in a third attack #ParisShooting ,rumour
35,553556060569862145,charliehebdo,Trocadero it was a fasle alert Ministry of Interior Via ,rumour
36,553531971457265664,charliehebdo,Gunman in third shootout reportedly same man who killed police officer in this attack on Thurs ,rumour
37,552829580579323904,charliehebdo,Witness to #CharlieHebdo attack claims gunmen told him it was Al Qaeda in Yemen i e AQAP ,rumour
38,552790074166108160,charliehebdo,Ten dead in shooting at Paris offices of satirical magazine Charlie Hebdo live updates ,rumour
39,552820736490889216,charliehebdo,Gunmen showed advanced military skills in Paris #CharlieHebdo attack ,rumour
40,553144712920834048,charliehebdo,Interesting that #MouradHamydInnocent is trending started by classmates who say suspect Mourad was in class at time of #CharlieHebdo attack,rumour
41,553184643055644674,charliehebdo,The artist behind this iconic #CharlieHebdo pencil tribute ,rumour
42,552833028201144320,charliehebdo,URGENT 3 gunmen involved in deadly attack on #CharlieHebdo French interior minister #Paris ,rumour
43,553580959661309952,charliehebdo,Paris gunman vows to kill 5 hostages if France storms printing plant with brothers accused of attacking newspaper ,rumour
44,552822434639126528,charliehebdo, You tell the media it was al Qaeda in Yemen reported words of #CharlieHebdo attackers Read more #c4news,rumour
45,552811386259386370,charliehebdo,At least 12 dead in the Paris shooting Updated story and background info #CharlieHebdo ,rumour
46,552783667052167168,charliehebdo,France 10 people dead after shooting at HQ of satirical weekly newspaper #CharlieHebdo according to witnesses ,rumour
47,553216909022605312,charliehebdo,Police seen in Longpont a village near to a petrol station reportedly robbed by the two #CharlieHebdo suspects ,rumour
48,552798891994009601,charliehebdo,Reports that two of the dead in the #CharlieHebdo attack are police officers ,rumour
49,553474965278691330,charliehebdo,BREAKING French Interior minister Suspects in Paris terror attack believed to be holding at least 1 hostage near Dammartin en Goele ,rumour
50,553534838880608256,charliehebdo,#BREAKING Gunman in policewoman killing suspected in new Paris hostage taking source,rumour
51,553531413459660800,charliehebdo,Update AFP says gunman who has taken a hostage at kosher supermarket in Paris believed to be suspect in killing of policewoman on Thursday,rumour
52,552802128688078848,charliehebdo,Twelve people confirmed dead in shooting at French satirical magazine Charlie Hebdo in Paris ,rumour
53,552797638807281664,charliehebdo,Reports #CharlieHebdo gunmen were asking for journalists by name before opening fire Armed with AK47s and RPG,rumour
54,553551286793416704,charliehebdo,Suspects in Thursday slaying of policewoman and current hostage situation in the East of Paris AFP ,rumour
55,553589372084162560,charliehebdo,Killed Charlie Hebdo suspects came out firing on security forces source AFP ,rumour
56,553588913747808256,charliehebdo,#BREAKING Reports 2 brothers suspected of Charlie Hebdo attack are dead ,rumour
57,553129559173115904,charliehebdo,UPDATE Police officer shot outside Paris this morning dies #Montrouge ,rumour
58,553587672137334785,charliehebdo,AFP suspected #CharlieHebdo gunmen have been killed,rumour
59,553521417598550016,charliehebdo,Update French television channel 'France 2' are reporting that the hostage held by suspected #CharlieHebdo gunmen is male and 26 years old,rumour
60,553480702067736578,charliehebdo,Shots fired and hostages taken in a building east of Paris as police hunt #CharlieHebdo attackers ,rumour
61,553480292498153472,charliehebdo,#ChalieHebdo terrorists are held up in a warehouse with hostages #JeSuisCharlie ,rumour
62,553590891852886019,charliehebdo,French media reports two suspects of #CharlieHebdo attack are killed and supermarket hostage taker also killed ,rumour
63,553471193110421504,charliehebdo,Hostages have reportedly been taken as police pursue gunmen responsible for the #ParisAttack ,rumour
64,552801880812691456,charliehebdo,Cartoonist Stephane Charbonnier was critically injured in the attack LeFigaro #CharlieHebdo ,rumour
65,553473416905629696,charliehebdo,Convoy of police cars rushing toward town northeast of Paris amid reports of hostages taken broadcast ,rumour
66,552821475066281984,charliehebdo,Police Four of France's most celebrated cartoonists killed Charb Cabu Wolinski amp Tignous #CharlieHebdo,rumour
67,552810448324943872,charliehebdo,#CHARLIEHEBDO SHOOTING Gunmen shouted 'we have avenged the prophet during attack reports ,rumour
68,553123329561743361,charliehebdo,R I P Ahmed Merabet a French #Muslim Cop first victim of #CharlieHebdo attack ,rumour
69,553540617540624385,charliehebdo,Reports that the Jewish community in #France going in to lockdown Shops synagogues schools etc #ParisShooting #CharlieHebdo,rumour
70,553167429665587200,charliehebdo,#banksy You can try to break the pencil but it will multiply #jesuischarlie ,rumour
71,552834461478715392,charliehebdo,3 people carried out #CharlieHebdo attack and authorities are searching for them French interior minister says ,rumour
72,552790875492073472,charliehebdo,10 people confirmed dead in Paris attack rocket launcher used in assault according to reports ,rumour
73,552795773180858368,charliehebdo,French President Hollande condemns barbaric act after #CharlieHebdo gun attack kills 11 ,rumour
74,553483415954411520,charliehebdo,What we know so far about the major operation northeast of Paris #CharlieHebdo ,rumour
75,553566026030272512,charliehebdo,Breaking Two hostage situations in France are linked Paris prosecutor says,rumour
76,553486529231089664,charliehebdo,#BREAKING Paris massacre suspects holding one hostage police source,rumour
77,553530524183326720,charliehebdo,BREAKING Hostage taken at kosher deli in Paris by gunman who killed cop yesterday ,rumour
78,552784168849907712,charliehebdo,BREAKING 10 dead in shooting at headquarters of French satirical weekly #CharlieHebdo French media citing witnesses #France,rumour
79,552785443813457921,charliehebdo,BREAKING NEWS Ten dead in shooting at headquarters of French satirical weekly Charlie Hebdo French media ,rumour
80,552799640488517632,charliehebdo,Armed gunmen face police officers near the offices of the satirical newspaper #CharlieHebdo Photo Anne Gelbard #AFP ,rumour
81,552791578893619200,charliehebdo,Eleven dead in shooting at Paris offices of satirical magazine Charlie Hebdo live updates ,rumour
82,553197863971610624,charliehebdo,The last person killed in Charlie Hebdo attacks was Muslim police officer ,rumour
83,552808071387701248,charliehebdo,Gunmen at #CharlieHebdo's Paris HQ shouted they had avenged the prophet reports say ,rumour
84,553590522800275456,charliehebdo,Suspected #CharlieHebdo gunmen reportedly came out shooting at police #ParisAttacks ,rumour
85,552983615747796994,charliehebdo,Banksys take on #CharlieHebdo ,rumour
86,552799062421164032,charliehebdo,Charlie Hebdo massacre in Paris carried out with military precision gunmen appeared to seek out journalists by name police suggest ,rumour
87,553518053838061568,charliehebdo,The latest on the manhunt for Charlie Hebdo suspects ,rumour
88,552815182708494336,charliehebdo,Reports gunmen shouted Allahu Akbar amp the prophet was avenged If we don't share these they win #JeSuisCharlie ,rumour
89,552985912901001218,charliehebdo,#Banksy has also contributed a powerful message of perseverance amp support after #CharlieHebdo attack #JeSuisCharlie ,rumour
90,552979279039197186,charliehebdo,Tribute to #CharlieHebdo on Banksy's instagram account ,rumour
91,552809418417790976,charliehebdo,#Charlie Hebdo It was press day at the magazine so all important staff were there Now 10 assassinated along with 2 police officers ,rumour
92,552837132491186179,charliehebdo,France's top security official confirms that 3 gunmen carried out the attack on #CharlieHebdo ,rumour
93,553533499643547648,charliehebdo, Happening Now Shooting and hostage situation at Kosher supermarket in eastern #Paris ,rumour
94,553590721207615488,charliehebdo,Hostages held at kosher supermarket in eastern Paris seen leaving site following apparent police assault ,rumour
95,553508098825261056,charliehebdo,Police have surrounded this building where the suspected #CharlieHebdo attackers are holed up ,rumour
96,553503546382249984,charliehebdo,BREAKING #CharlieHebdo suspects almost certainly behind hostage taking say officials ,rumour
97,552956517197303810,charliehebdo,This is trending on French twitter #MouradHamydInnocent started by classmates who say Mourad was in class when #CharlieHebdo attack happened,rumour
98,553503909692841984,charliehebdo,Hundreds of police at siege in Dammartin en Goele Follow our #CharlieHebdo coverage ,rumour
99,553578029751226369,charliehebdo,Hostage taker at Paris store demands release of #KouachiBrothers police union spokesman says ,rumour
100,552786818853113857,charliehebdo,Armed with kalachnikovs amp rocketlauncher 2 men open fire at French satirical mag Charlie Hebdo that published Prophet Mohamed cartoons ,rumour
101,553495137314435072,charliehebdo,Charlie Hebdo killers say they want to die like martyrs I suspect the French police will be happy to oblige ,rumour
102,552817965813739520,charliehebdo,Police confirm deaths of four of France's most celebrated cartoonists Charb Cabu Wolinski and Tignous #CharlieHebdo ,rumour
103,552785375161499649,charliehebdo,BREAKING 10 reportedly shot dead at Paris HQ of French weekly Charlie Hebdo ,rumour
104,552785695845396480,charliehebdo,BREAKING 10 people shot dead at headquarters of French satirical weekly publication Charlie Hebdo in #Paris after gunmen stormed office ,rumour
105,553587511864598529,charliehebdo,#BREAKING Both hostages in #Dammartin and #Paris are free and safe ,rumour
106,553487544508493825,charliehebdo,#CharlieHebdo attack suspects take 1 person hostage North East of Paris police source ,rumour
107,552792802309181440,charliehebdo,#CharlieHebdo 11 dead including 2 police in Paris shooting Photo #AFP ,rumour
108,553572754746638337,charliehebdo,Twin hostage situations Erupt in Paris Two victims have been killed Our updated story ,rumour
109,552787544837197824,charliehebdo,BREAKING 'Ten shot dead' as gunmen storm HQ of satirical magazine Charlie Hebdo in Paris ,rumour
110,553588178687655936,charliehebdo,Reports #CharlieHebdo suspects killed ,rumour
111,552817345887207425,charliehebdo,France's most talented cartoonists Cabu Wolinski Charb Tignous died in #CharlieHebdo attack ,rumour
112,553534768537939968,charliehebdo,BREAKING Another hostage situation developing in a Parisian Kosher supermarket #CharlieHebdo ,rumour
113,552794157484634112,charliehebdo,Armed men were reportedly asking for journalists by name at Charlie Hebdo Unimaginable ,rumour
114,553474188259102720,charliehebdo,BREAKING Shots fired hostages taken in manhunt for #CharlieHebdo attackers police say ,rumour
115,552793552376569857,charliehebdo,Horrendous story from Paris 11 shot dead many wounded at offices of satirical mag #CharlieHebdo that published cartoons of Muhammad ,rumour
116,552818821460148226,charliehebdo,According to #CharlieHebdos lawyer four well known French cartoonists were killed by the masked gunmen Cabu Wolinski Charb et Tignous ,rumour
117,552788945017516032,charliehebdo,Appalled by the attack on Charlie Hebdo in Paris 10 probably journalists now confirmed dead An attack on free speech everywhere ,rumour
118,552808904137408512,charliehebdo,MORE PHOTOS Armed gunmen fire at police near #CharlieHebdo HQ #ParisShooting ,rumour
119,553529935789559808,charliehebdo,Charlie Hebdo AFP reports another shooting and hostage taken at grocery in eastern Paris live updates ,rumour
120,553587861837328385,charliehebdo,Police say two #charlieHebdo killers have been killed north of Paris Hostages also released in super market Coordinated police response,rumour
121,553188382403477505,charliehebdo,#CharlieHebdo cartoon attributed to #banksy is really by #JeSuisCharlie ,rumour
122,553532980871053312,charliehebdo,#BREAKING Hostage taken at kosher shop in #Paris by suspect in police officer shooting' ,rumour
123,552789127792717826,charliehebdo,Just confirmed 10 people dead at shooting in the centre of #Paris Many believed to be journos working for #CharlieHebdo,rumour
124,553176753297162240,charliehebdo,BREAKING Police search northern France gas station local media says was allegedly robbed by #CharlieHebdo suspects ,rumour
125,552786099899494400,charliehebdo,BREAKING Paris police say shots fired at satirical newspaper Charlie Hebdo witness says multiple gunmen involved ,rumour
126,553588053348843520,charliehebdo,Charlie Hebdo killers are dead Sources say they are not in Paradise ,rumour
127,553574345235103746,charliehebdo,UPDATE Two hostage situations in France are linked Paris prosecutor says ,rumour
128,552785551930454016,charliehebdo,Witness says multiple gunmen involved in shooting at Paris HQ of French satirical magazine Charlie Hebdo ,rumour
129,553488824656203776,charliehebdo,Schools closed Dammartin en Goele residents told to stay indoors town 'like warzone' ,rumour
130,553164985460068352,charliehebdo,The #CharlieHebdo attack suspects have reportedly fired shots while robbing a petrol station ,rumour
131,552814767417876480,charliehebdo,This was a well planned attack the gunmen hit #CharlieHebdo in the middle of the weekly conference with all staff present ,rumour
132,552795566242279424,charliehebdo,Charlie Hebdo attackers were two masked men brandishing Kalashnikovs and rocket launchers ,rumour
133,553503184174710784,charliehebdo,#CharlieHebdo shooting suspects tell police they 'prepared to die as martyrs' French media ,rumour
134,553116915325870083,charliehebdo,French cartoonists Charb Cabu Tignous and Wolinski all killed in Charlie Hebdo attack ,rumour
135,553590653784195072,charliehebdo,#BREAKING Paris supermarket hostage taker 'neutralised' security source,rumour
136,553176929411825664,charliehebdo,Police search gas station where French media reported #CharlieHebdo suspects allegedly were seen ,rumour
137,552792271243210754,charliehebdo,Police say 11 now dead in carnage at #CharlieHebdo HQ in Paris follow our coverage ,rumour
138,553472488462901248,charliehebdo,Police vehicles chase #CharlieHebdo suspects on French motorway ,rumour
139,553536397731442688,charliehebdo,MORE At least 5 hostages are reported held by gunman in eastern Paris kosher grocery store ,rumour
140,552807834434699264,charliehebdo,Breaking Paris police say 12 dead after shooting at Charlie Hebdo ,rumour
141,552834445301256192,charliehebdo,BREAKING Three gunmen involved in attack on Charlie Hebdo magazine French Interior Minister Bernard Cazeneuve says ,rumour
142,553589295525941248,charliehebdo,Reports that several hostages apparently freed at the #Paris kosher grocery ,rumour
143,553472437644320769,charliehebdo,BREAKING French police chasing a Peugeot on motorway around Paris and say hostages have been taken by Cahrlie Hedbo attack gunmen ,rumour
144,553107921081749504,charliehebdo,Two shot in Paris including traffic cop as manhunt continues for #CharlieHebdo suspects ,rumour
145,552834961762709505,charliehebdo,Paris Manhunt 3 #CharlieHebdo attackers with AK 47 rifles amp reportedly rocket propelled grenade still at large ,rumour
146,552801954733490176,charliehebdo,12 confirmed dead in #CharlieHebdo attack ,rumour
147,553115236992290816,charliehebdo,Banksy's illustrated response to the Charlie Hebdo attack isn't by Banksy But it is striking ,rumour
148,553169307824177152,charliehebdo,Banksy's response to the #CharlieHebdo attack isn't by Banksy But it is striking ,rumour
149,553548567420628992,charliehebdo,AFP reports there are 2 dead and 5 hostages being held in the Kosher store in Eastern Paris separate incident to charlie hebdo shooters ,rumour
150,553552293371871233,charliehebdo,Police officer at scene of Paris hostage situation tells the BBC two people are confirmed to have died ,rumour
151,553474232596701184,charliehebdo,#BREAKING Reports hostage situation underway north east of Paris #CharlieHebdo ,rumour
152,553556984273072128,charliehebdo,UPDATE Security alert in Trocadero near the Eiffel Tower in Paris appears to be false alarm ,rumour
153,553190393370923008,charliehebdo,Powerful image yes But it was drawn by not by Banksy Details #charliehebdo ,rumour
154,553160652567498752,charliehebdo,French police Said Kouachi and Cherif Kouachi wanted in Paris terror attack ,rumour
155,553501773517033472,charliehebdo,There's a tank near the #Paris hostage scene Pic Heathcliff O'Malley ,rumour
156,552822696200142850,charliehebdo,#CharlieHebdo Paris media attack kills 4 cartoonists including chief editor #AFP ,rumour
157,553495922639122432,charliehebdo,UPDATE French police in standoff with #CharlieHebdo attack suspects hostage believed taken ,rumour
158,553186555150749696,charliehebdo,It ain't Banksy Meet artist behind the iconic #CharlieHebdo pencil tribute ,rumour
159,552796863297236992,charliehebdo,#CharlieHebdo gunmen fled in stolen car after 'mass shoot out' with police officers ,rumour
160,552848620375261184,charliehebdo,Witnesses say the Charlie Hebdo gunmen identified themselves as members of al Qaida ,rumour
161,553588012752568321,charliehebdo,#CharlieHebdo gunmen reportedly killed in firefight with French special forces ,rumour
162,553529941938425857,charliehebdo,#BREAKING An armed man has reportedly taken a hostage at a kosher grocery store at Porte de #Vincennes #Paris ,rumour
163,552812682626465792,charliehebdo,LIVE Paris on alert as gunmen kill twelve in massacre at #CharlieHebdo magazine office ,rumour
164,553586781355278336,charliehebdo,#BREAKING Both #CharlieHebdo suspects killed after police operation in Dammartin en Goele reports AFP,rumour
165,552807210041212928,charliehebdo,#CharlieHebdo liveblog by says news director Charb in critical cond AQ put price put his head in '13 ,rumour
166,553524086417424384,charliehebdo,Paris attack suspects have taken a hostage French police have them cornered near Paris airport Live ,rumour
167,553096753898323968,charliehebdo,Breaking automatic gunfire reported at Montrouge near Paris Gunmen escaped in metro say French reports ,rumour
168,553480082996879360,charliehebdo,Reports of fatality and injuries following shootout ahead of Dammartin en Goele hunt live coverage #CharlieHebdo,rumour
169,552802654641225728,charliehebdo,Charlie Hebdo shooting latest 12 dead and gunmen still at large ,rumour
170,553518024272379905,charliehebdo,Military helicopters seen dropping special forces in fields around Dammartin en Goele ,rumour
171,553515054503821312,charliehebdo,Update French media identified suspect in #Paris policewoman killing is known associate of suspected #CharlieHebdo gunman Cherif Kouachi,rumour
172,552787878351474688,charliehebdo,Now we are confirming 10 dead in #Paris #CharlieHebdo shooting via prosecutors office ,rumour
173,553530558614351873,charliehebdo,#BREAKING One person has been injured in the shootout at kosher grocery store in Porte de #Vincennes ,rumour
174,553586978017775616,charliehebdo,BREAKING NEWS Several hostages freed at Jewish supermarket in Paris AFP,rumour
175,552790082533752832,charliehebdo,10 dead as shots fired at French satirical weekly #CharlieHebdo #AFP ,rumour
176,552804394727927808,charliehebdo,Police say 12 now dead in #CharlieHebdo attack including 2 police officers prosecutor says gunmen still at large ,rumour
177,552806309540528128,charliehebdo, #CharlieHebdo The cartoonists Charb amp cabu are dead ,rumour
178,552790742700417024,charliehebdo,Scene at Paris HQ of satirical magazine Charlie Hebdo police confirm gunmen kill at least 10 ,rumour
179,552789521646247936,charliehebdo,French official says attack on Paris weekly #CharlieHebdo was with Kalachnikov automatic rifles and rocket launcher Unprecedented #AFP,rumour
180,552790838015979520,charliehebdo,Update 11 people dead at headquarters of French satirical weekly publication Charlie Hebdo after armed gunmen stormed the office in #Paris,rumour
181,553538058440941568,charliehebdo,MORE France Shooting hostage taking at kosher market in Paris several reported wounded ,rumour
182,553139825008599041,charliehebdo,Who are the two brothers suspected of launching #CharlieHebdo attack We explain Pic AFP ,rumour
183,552814494381256704,charliehebdo,UPDATE #CharlieHebdo's editor in chief was killed in attack Magazine's lawyer ,rumour
184,552804668951511041,charliehebdo,Terrorist Attack #footage today 11 dead in Paris newspaper ,rumour
185,553486439129038848,charliehebdo,BREAKING French police tell AP suspects in #CharlieHebdo attack have taken a hostage northeast of Paris ,rumour
186,553535829529100288,charliehebdo,#BREAKING At least five hostages in Paris kosher supermarket AFP #Vincennes ,rumour
187,552786016906383360,charliehebdo,BREAKING Paris 10 dead in attack on satirical paper that poked fun at Mohammed #CharlieHebdo ,rumour
188,553553813542797312,charliehebdo,Trocadero square in Paris evacuated Policemen pointing their gun via ,rumour
189,553471987411324929,charliehebdo,BREAKING Gunfire hostages taken in Dammartin en Gole east of Paris as police chase suspected #CharlieHedbo attackers,rumour
190,552795050502270976,charliehebdo,#CharlieHebdo 11 dead including 2 police in Paris shooting by #AFP ,rumour
191,553586860334010368,charliehebdo,#CharlieHebdo killers shot dead by police,rumour
192,553554585634496512,charliehebdo,There are reports of an armed incident at the Trocadero near the Eiffel Tower #ParisAttacks ,rumour
193,552982443511144448,charliehebdo,Ahmed Merabet a French #Muslim Cop first victim of #CharlieHebdo attack #JeSuisCharlie #IamCharlie #ParisShooting ,rumour
194,552822696195932161,charliehebdo,#CharlieHebdo Paris media attack kills 4 cartoonists including chief editor #AFP ,rumour
195,552813494345940992,charliehebdo,#CharlieHebdo's lawyer says the magazine's editor in chief was killed in the attack More on this developing story ,rumour
196,553557753558757376,charliehebdo,6 people believed to be hostages at Paris market source tells BFMTV Interior Ministry hasn't confirmed number ,rumour
197,552813549291315200,charliehebdo,#CharlieHebdo Attack UPDATE Cartoonists Cabu Charb Wolinski die report ,rumour
198,553590459688570880,charliehebdo,Several hostages freed at Jewish supermarket in Paris Photo Thomas Samson #AFP ,rumour
199,553505858811080704,charliehebdo,AFP map of the region northeast of Paris where Wednesday's massacre suspects are cornered with hostage ,rumour
200,553118198741356544,charliehebdo,UPDATE Two Paris cops shot as manhunt for #CharlieHebdo suspects continues ,rumour
201,552792988376915969,charliehebdo,11 dead in Paris shooting at French satirical newspaper Charlie Hebdo police official says ,rumour
202,553517713147301888,charliehebdo,Helicopters and vehicles are seen next to a building in Dammartin en Goele where a hostage taking is underway #AFP ,rumour
203,552791196247269378,charliehebdo,BREAKING At least 10 killed in shooting at French satirical newspaper Charlie Hebdo Paris prosecutor's office says ,rumour
204,553139203320860672,charliehebdo,French media reporting owner of petrol station saw 2 men wearing masks in car with guns amp rocket launcher #CharlieHebdo,rumour
205,552978376424964097,charliehebdo,Evet From Banksy #JeSuisCharlie ,rumour
206,553546029212389376,charliehebdo,#BREAKING Reports 2 dead in Paris kosher supermarket hostage situation ,rumour
207,553576010898497536,charliehebdo,Breaking Gunman at Paris store threatens to kill hostages if #CharlieHebdo suspects are harmed ,rumour
208,552797406094716929,charliehebdo,French leader Attack that killed 11 at Paris newspaper an act of terror other attacks thwarted in recent weeks ,rumour
209,553476490315431937,charliehebdo,Police convoy and helicopters are rushing to scene to detain Charlie Hebdo massacre suspects ,rumour
210,553588494661337089,charliehebdo,The #CharlieHebdo massacre brothers have been killed Full story here ,rumour
211,553476471470432256,charliehebdo,Reports in French media of hostage situation as manhunt for #CharlieHebdo suspects centres on #DammartinEnGoele ,rumour
212,553542565593878528,charliehebdo,#ISIS just claimed responsibility for #CharlieHebdo attack and announced more attacks US amp UK are on the list for tomorrow ,rumour
213,553553288625672192,charliehebdo,#BREAKING Paris hostage taker 'knows' one Charlie Hebdo killer source,rumour
214,553558982476828674,charliehebdo,On Israeli TV an Israeli woman speaks of her nephew a mother with 6 month old baby held hostage in the supermarket in Paris #JeSuisJuif,rumour
215,553572740125712385,charliehebdo,BREAKING NEWS Market gunman threatens to kill hostages if police storm terrorist brothers Paris police,rumour
216,553529196216344576,charliehebdo,Update AFP reports an armed man has taken a hostage in a kosher grocery in #Paris,rumour
217,552807528070131712,charliehebdo,French police confirm that the #CharlieHebdo attackers shouted The Prophet has been avenged Sigh ,rumour
218,553233728030650368,charliehebdo,BREAKING NEWS R I P Ahmed Merabet #Muslim Cop first victim of #CharlieHebdo attack ,rumour
219,552815540721291265,charliehebdo,Terrifying account Attackers spoke perfect French eyewitness says RT via ,rumour
220,553518472798683136,charliehebdo,MORE Official French terror suspects want to be martyrs are holed up with hostage north of Paris ,rumour
221,553532980896231424,charliehebdo,#BREAKING Hostage taken at kosher shop in #Paris by suspect in police officer shooting' ,rumour
222,552845136414380032,charliehebdo,Eyewitness terrorists said Tell the media that this is al Qaeda in the Yemen before attacking #CharlieHebdo ,rumour
223,553589055116836864,charliehebdo,Breaking Kouachi brothers dead hostage freed after raid in Dammartin en Goele says person familiar with matter ,rumour
224,553103772852191233,charliehebdo,The Image That Everyone Is Sharing isn't By Banksy But It's Awesome #CharlieHebdo ,rumour
225,553473550523580416,charliehebdo,#BREAKING #FRANCE Hostages taken at company North East of #Paris #CharlieHebdo ,rumour
226,553141732452626432,charliehebdo,BREAKING French police say they have located whereabouts of two suspects said to be behind attacks in Paris More at ,rumour
227,552791182670327808,charliehebdo, Several men in black cagoules were heard to shout 'the Prophet has been avenged ' ,rumour
228,553555979238129664,charliehebdo,Another shooting reported at the Trocadero near the Eiffel Tower LIVE UPDATES ,rumour
229,553484780093050880,charliehebdo,Gendarmerie arrive at the hostage taking in Dammartin en Goele Latest Pic Martmann Reuters ,rumour
230,553505371290357761,charliehebdo,Charlie Hebdo attack suspects told police by phone they wanted to die as martyrs French lawmaker tells TV station ,rumour
231,553547270264979456,charliehebdo,BREAKING Police official Hostage taker at Paris market appears linked to newspaper attack suspects ,rumour
232,552788947219533824,charliehebdo,Update Telegraph reporter Henry Samuels tells Sky News 10 people have been killed in shooting at Charlie Hebdo headquarters in #Paris,rumour
233,553484760233017344,charliehebdo,The area northeast of Paris where shots were fired in the manhunt for Charlie Hebdo attackers ,rumour
234,553491540535156736,charliehebdo,#CharlieHebdo latest 2 gunmen believed holed up in building reports of 1 hostage Shots fired in car chase ,rumour
235,552985855854661633,charliehebdo,Suspects in #CharlieHebdo attack identified by police as Said Kouachi Cherif Kouachi amp Hamyd Mourad ,rumour
236,553531316797718528,charliehebdo,BREAKING NEWS Hostage situation at supermarket in eastern Paris after shots ring out AFP,rumour
237,552813461953323008,charliehebdo,At least 12 people were killed in today's deadly attack on #CharlieHebdo an official says ,rumour
238,552790878805168129,charliehebdo,Paris based journalist says the attack on Charlie Hebdo's HQ involved men armed with rocket propelled grenades ,rumour
239,552787231468191744,charliehebdo,Paris police 10 dead 5 injured at #CharlieHebdo shooting,rumour
240,552801438821515264,charliehebdo,Charlie Hebdo journalist Wandrille Lanos tells France 2 that men with kalashnikovs entered the office calls it a scene of carnage ,rumour
